SiteID,Difference,lwr,upr,AdjPvalue,Contrast
12809,0.820372079084457,0.417388277645037,1.22335588052388,0.00023770613824825,N-C
12809,0.104548141990391,-0.298435659449029,0.507531943429811,0.870190568196813,P-C
12809,1.36529048753272,0.962306686093301,1.76827428897214,1.02572758786668e-06,NP-C
12809,-0.715823937094066,-1.14060616132794,-0.291041712860197,0.00133441472049622,P-N
12809,0.544918408448264,0.120136184214394,0.969700632682133,0.0110708991221261,NP-N
12809,1.26074234554233,0.835960121308461,1.6855245697762,4.61250958427861e-06,NP-P
12815,0.744080141377939,0.408183195193958,1.07997708756192,5.30679739675355e-05,N-C
12815,-0.200058991810053,-0.535955937994035,0.135837954373928,0.353735660075044,P-C
12815,1.0518285492165,0.715931603032514,1.38772549540048,6.84942491058216e-07,NP-C
12815,-0.944139133187992,-1.28003607937197,-0.608242187004011,2.84679251938424e-06,P-N
12815,0.307748407838557,-0.0281485383454246,0.643645354022538,0.0785569860188065,NP-N
12815,1.25188754102655,0.915990594842567,1.58778448721053,6.21429363523163e-08,NP-P
12940,0.700785332322879,0.262064276617086,1.13950638802867,0.00161113672947877,N-C
12940,-0.659046537497489,-1.09776759320328,-0.220325481791695,0.00279502010111721,P-C
12940,0.636095141033715,0.197374085327921,1.07481619673951,0.00378899176009129,NP-C
12940,-1.35983186982037,-1.79855292552616,-0.921110814114574,7.85655308921385e-07,P-N
12940,-0.0646901912891646,-0.503411246994958,0.374030864416629,0.973913964221136,NP-N
12940,1.2951416785312,0.85642062282541,1.733862734237,1.50090554884574e-06,NP-P
12946,2.4614317863646,1.5388176704309,3.3840459022983,5.55214017294858e-06,N-C
12946,0.231154140501611,-0.691459975432089,1.15376825643531,0.888968846797621,P-C
12946,2.59864015399425,1.67602603806055,3.52125426992795,2.7717981009312e-06,NP-C
12946,-2.23027764586299,-3.15289176179669,-1.30766352992929,1.88526526594401e-05,P-N
12946,0.137208367629654,-0.785405748304047,1.05982248356335,0.973272245694144,NP-N
12946,2.36748601349264,1.44487189755894,3.29010012942634,9.05242503135284e-06,NP-P
138A,1.46357401875276,0.635570373093827,2.2915776644117,0.00118982207777385,N-C
138A,-1.13360800517585,-1.96161165083478,-0.305604359516912,0.00786765041069137,P-C
138A,1.13304966294701,0.229623619629997,2.03647570626403,0.0139291111422705,NP-C
138A,-2.59718202392861,-3.22309394709101,-1.97127010076621,3.97119001793733e-07,P-N
138A,-0.330524355805749,-1.05326519045936,0.392216478847863,0.537891153696277,NP-N
138A,2.26665766812286,1.54391683346925,2.98939850277647,6.72218001240843e-06,NP-P
5574,-0.0670609757577729,-1.10809352722612,0.973971575710574,0.997683246170906,N-C
5574,-0.584594695358939,-1.62562724682729,0.456437856109408,0.402759036041746,P-C
5574,-0.999628640730132,-2.04066119219848,0.0414039107382156,0.0620842515237268,NP-C
5574,-0.517533719601167,-1.55856627106951,0.523498831867181,0.504282170474648,P-N
5574,-0.932567664972359,-1.97360021644071,0.108464886495989,0.0874510664201791,NP-N
5574,-0.415033945371192,-1.45606649683954,0.625998606097155,0.670789140180602,NP-P
9245,-1.12434632979771,-3.06077447887781,0.812081819282395,0.374841019373528,N-C
9245,-1.70281334727268,-3.63924149635278,0.233614801807428,0.0952746586999239,P-C
9245,-2.25522852351163,-4.19165667259174,-0.318800374431529,0.0198225715948158,NP-C
9245,-0.578467017474966,-2.51489516655507,1.35796113160514,0.827633508642549,P-N
9245,-1.13088219371392,-3.06731034279403,0.805545955366181,0.370018784439269,NP-N
9245,-0.552415176238957,-2.48884332531906,1.38401297284115,0.845964359349129,NP-P
9274,1.35077836346426,0.56455911735235,2.13699760957617,0.00175011744118447,N-C
9274,-0.959979358790118,-1.78222712793211,-0.137731589648126,0.0221361845430917,P-C
9274,0.811535569440487,-0.171238488199404,1.79430962708038,0.115426120979992,NP-C
9274,-2.31075772225438,-3.03294621435307,-1.58856923015569,9.65338189873322e-06,P-N
9274,-0.539242794023775,-1.43997009605851,0.361484508010963,0.31474784910303,NP-N
9274,1.7715149282306,0.839173593990307,2.7038562624709,0.000814719676796472,NP-P
9372,0.143853754034644,-0.350272188497049,0.637979696566338,0.751346163522968,N-C
9372,-0.539203700050754,-1.03332964258245,-0.04507775751906,0.0349215157538246,P-C
9372,0.067376209850988,-0.473911640095232,0.608664059797208,0.970953037710966,NP-C
9372,-0.683057454085398,-1.12501713286421,-0.241097775306589,0.00698838843847949,P-N
9372,-0.076477544183656,-0.57060348671535,0.417648398348037,0.94707158041202,NP-N
9372,0.606579909901742,0.112453967370048,1.10070585243344,0.0208738584939601,NP-P
9717,1.11085945815786,0.886089430178316,1.33562948613741,0,N-C
9717,-1.15362802588545,-1.37839805386499,-0.928857997905899,0,P-C
9717,1.14046437938655,0.915694351407003,1.3652344073661,0,NP-C
9717,-2.26448748404331,-2.48925751202285,-2.03971745606376,0,P-N
9717,0.029604921228688,-0.195165106750858,0.254374949208234,0.984446082407361,NP-N
9717,2.29409240527199,2.06932237729245,2.51886243325154,0,NP-P
9853,1.96580202531363,0.831894510638122,3.09970953998913,0.00733245677451255,N-C
9853,-1.0658136474252,-1.99164525624601,-0.139982038604395,0.031439013088391,P-C
9853,1.8908614960882,1.0456967350841,2.73602625709229,0.00280835602376728,NP-C
9853,-3.03161567273883,-4.16552318741434,-1.89770815806332,0.00141409507241097,P-N
9853,-0.0749405292254322,-1.14399878637935,0.994117727928481,0.99069594769197,NP-N
9853,2.9566751435134,2.11151038250931,3.80183990451749,0.000491786060649924,NP-P
9862,0.77738469316957,0.228625653094881,1.32614373324426,0.00578718026721592,N-C
9862,-0.717589829595287,-1.29603264734316,-0.139147011847409,0.0143615390795681,P-C
9862,0.797705090136737,0.172915438356672,1.4224947419168,0.0118999124116282,NP-C
9862,-1.49497452276486,-2.04373356283955,-0.946215482690168,1.74221933937346e-05,P-N
9862,0.0203203969671666,-0.577092776331719,0.617733570266053,0.999609415410871,NP-N
9862,1.51529491973202,0.890505267951959,2.14008457151209,5.58110380480814e-05,NP-P
