"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",2.75759917673911,0.271298161049019,22.9904606309213,10.1644595233392,5.63905604680907e-10
"TreatmentN",1.36961686249732,0.182227504291205,312.209077553742,7.51597223385459,6.01908443152428e-13
"TreatmentP",-0.241848049997321,0.181687112635569,312.207857822225,-1.33112385622211,0.184119464969513
"TreatmentNP",1.24944094490841,0.182374079727664,312.09259202961,6.85097875078616,3.9155968148281e-11
"CanOpen_frac",0.637400260411224,0.420833708816402,22.881919030506,1.51461312879122,0.143562821086224
"TreatmentN:CanOpen_frac",-0.726086086571483,0.278020780170754,312.114946634754,-2.6116252393995,0.0094467736275778
"TreatmentP:CanOpen_frac",-0.50710964507947,0.276261062644515,312.263748349438,-1.83561751419166,0.0673650606198647
"TreatmentNP:CanOpen_frac",-0.633091667458671,0.278849256852641,312.190093110739,-2.2703724392324,0.0238662028958758
