"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"Treatment",201.673030867822,67.2243436226074,3,589.733728324495,169.176443044519,4.06427121417501e-79
"WaterTemp_C",2.01036859828302,2.01036859828302,1,30.6637831965215,5.05928346530396,0.0318222788143489
"Slope_AvgBasinwide_pct",1.7358106357665,1.7358106357665,1,30.9481000806058,4.368332282912,0.0449227904977918
